"Date Made Public","Company","City","State","Type of breach","Type of organization","Total Records","Description of incident","Information Source","Source URL","Year of Breach","Latitude","Longitude"
"February 8, 2018","Daintree Advisors LLC","Boston","Massachusetts","HACK","BSF","74","Daintree Advisors LLC partners with Aperio Group to invest funds on behalf of its clients. Aperio discovered that two Aperio employee email accounts were compromised in a phishing scam. This resulted in unauthorized access to emails sent to and from those accounts between August 21, 2017, and January 11, 2018. Based on Aperio's review of the emails in question, Aperio discovered that some account names, account numbers, balances, and in some cases, personal email addresses were compromised.","Security Breach Letter","","2018","42.360083","-71.058880"
"February 8, 2018","Moore Business Solutions","Greenville","North Carolina","HACK","BSF","600","In December had ransom ware on a computer and server. They did not suspect any thing  was compromised until tax filing season began. The IRS is investigating but does not know at this time if they were breached or not but suggests Moore Business Solutions, Inc. err on the side of caution.","Security Breach Letter","","2018","34.852618","-82.394010"
"January 22, 2018","Housing Authority of the City of Charlotte","Charlotte","North Carolina","HACK","GOV","341","An email was sent purportedly from the CEO requesting W-2s for 2016 and 2017. The staff member thought it was the CEO and sent the information.","Security Breach Letter","","2018","35.227087","-80.843127"
"January 22, 2018","Netcracker Technology Corporation","Waltham","Massachusetts","HACK","BSR","9","Between approximately January 4, 2018 and January 12, 2018, Netcracker learned that a few of its employees were the target of an e-mail phishing incident. Those employees received an email that appeared to be from Netcracker's payroll provider, Automatic Data Processing (â€œADPâ€). Employees who clicked on a link in the e-mail and entered their ADP login information on the landing page enabled access by the scammer to their ADP account and to view personal information in that account. The account contains employees' personal information, including financial account number, e-mail address and ADP username with password or security question and answer, and Social Security number. The employee's ADP account does not contain driver's license number or state identification card number, any credit or debit card number, or medical or health insurance information.","Security Breach Letter","","2018","42.376485","-71.235611"
"February 21, 2018","University of Virginia Medical Center","","Virginia","HACK","EDU","1,882","Location of breached information: Desktop Computer, Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 16, 2018","Jemison Internal Medicine, PC","","Alabama","HACK","MED","6,550","Location of breached information: Network Server
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"February 16, 2018","Tufts Associated Health Maintenance Organization, Inc.","","Massachusetts","DISC","MED","70,320","Location of breached information: Paper/Films
Business associate present: Yes
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"March 8, 2018","Kansas Department for Aging and Disability Services (KDADS)","","Kansas","HACK","GOV","11,000","The Kansas Department for Aging and Disability Services (KDADS) has begun to notify individual consumers about a recent incident in which personal or protected health information was disseminated to a specific group of KDADS business associates.On February 23, 2018, KDADS became aware of a potential breach of personal or protected health information after an employee sent an unauthorized email containing personal or protected health information to a group of current KDADS business associates. . . The email contained an attachment which included consumer names, addresses, dates of birth, Social Security numbers, gender, in-home services program participation information and Medicaid identification numbers. No banking, credit card or driver license information was included.All involved consumers identified by KDADS will be sent an individual letter explaining the situation. Please check the KDADS website at http://www.kdads.ks.gov for any additional information, which will be posted as it becomes available. Consumers and other interested persons may contact KDADS by telephone without incurring charges at 1-800-432-3535. Please leave a message for Kahlea Porter requesting a return call.","Government Agency","https://www.kdads.ks.gov/media-center/news-releases/2018/03/01/kdads-notifies-consumers-about-potential-breach-of-protected-health-information","2018","37.090240","-95.712891"
"March 16, 2018","Primary Health Care, Inc.","","Iowa","HACK","MED","10,313","Location of breached information: Email
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"March 15, 2018","North Texas Medical Center ","","Texas","DISC","MED","3,350","Location of breached information: Laptop
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
"March 15, 2018","UnitedHealth Group Single Affiliated Covered Entity ","","Minnesota","DISC","MED","1,755","Location of breached information: Paper/Films
Business associate present: No
","US Department of Health and Human Services","https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf","2018","37.090240","-95.712891"
